BHK,price,per_month_emi,total_sqft,latitude,longitude
2,45,23.83,1900,19.94749,73.76139
1,17,9,650,19.94625,73.8147
3,29,15.36,1155,19.96599,73.77292
2,20,10.59,700,19.95531,73.84089
1,47,24.89,950,20.00763,73.76362
1,14,7.41,405,19.95942,73.8361
1,18,9.53,575,19.97758,73.84197
2,24,12.71,810,19.94312,73.77364
2,25,13.24,1050,20.03404871,73.78297376
1,20,10.59,554,19.95883,73.83451
1,19,10.06,550,19.95531,73.84089
2,36,19.06,945,19.98241,73.81185
3,62,32.83,1250,19.95531,73.84089
1,30,15.89,655,19.94761004,73.83697848
1,30,15.89,655,19.94658,73.75802
3,45,23.83,1220,19.98089,73.84204
3,55,29.13,1200,19.95931,73.77976
2,39.5,20.92,1224,19.94534,73.74791
3,45,23.83,1140,19.99503,73.79647
3,67,35.48,1117,19.9832,73.77883
1,24,12.71,1120,19.94749,73.76139
2,42,22.24,850,20.01098,73.80851
2,38,20.12,975,19.99307,73.80571
2,43,22.77,850,20.01098,73.80851
3,55,29.13,2000,19.94534,73.74791
1,24,12.71,725,19.99307,73.80571
2,45,23.83,830,19.9851641,73.76094031
3,80,39.72,1800,20.018,73.75111
1,22,11.65,600,19.99307,73.80571
1,18.75,9.93,700,20.46043,74.19353
1,9.5,5.03,400,19.99503,73.79647
0,9.5,5.03,400,20.03523,73.79084
3,77,38.23,1500,20.00208,73.76994
3,85,42.2,1800,20.02012,73.7594
1,10.5,5.56,530,19.99975,73.73383
3,80,39.72,1500,20.01277,73.73992
3,56.5,29.92,1200,19.97945,73.78963
3,48,25.42,1480,19.94749,73.76139
1,18,9.53,605,19.96171,73.78147
2,55,29.13,1260,20.02012,73.7594
2,45,23.83,975,19.99619,73.76349
1,25,13.24,550,20.03178,73.8551
2,30,15.89,750,19.95124,73.77389
2,60,31.77,1000,20.00394,73.76788
1,19.5,10.33,650,19.97475,73.82099
1,19.5,10.33,650,19.97475,73.82099
3,55,29.13,1740,19.98181,73.802
3,75,39.72,1800,19.9973,73.81223
3,55,29.13,1140,20.46043,74.19353
3,78,38.72,1500,20.00208,73.76994
2,21,11.12,650,19.94749,73.76139
4,240,0,3200,20.00763,73.76362
2,48,25.42,1004,19.98181,73.802
2,38,20.12,855,19.96758,73.7829
3,100,49.65,2350,19.96311,73.77113
3,55,29.13,1135,19.95103,73.77544
2,35,18.53,1290,19.97442,73.83381
3,70,37.07,1400,19.95531,73.84089
2,28,14.83,812,20.0245,73.83583
2,85,42.2,1150,20.01174,73.76289
1,18,9.53,575,19.97819,73.8509
2,42,22.24,900,20.01277,73.73992
2,38,20.12,1000,19.95032,73.83803
2,36,19.06,1200,19.95531,73.84089
1,21,11.12,650,19.96914118,73.78248162
3,55,29.13,1355,19.95531,73.84089
1,15,7.94,675,19.98264,73.78627
1,16,8.47,630,20.01047,73.79049
1,25,13.24,500,19.96115,73.76057
1,18,9.53,527,20.01726691,73.78508823
2,42,22.24,950,20.01879,73.75663
3,45,23.83,1200,20.04204,73.85006
2,18,9.53,804,19.9305322,73.81173403
2,34.5,18.27,861,19.99615,73.80839
1,19,10.06,700,19.95531,73.84089
2,40.05,21.21,950,19.99721,73.76729
1,23,12.18,600,19.96115,73.76057
1,21,11.12,800,19.96251,73.76431
2,25,13.24,763,19.99774,73.70887
1,18,9.53,510,19.96435,73.78393
2,35,18.53,1000,19.96741,73.78403
0,18,9.53,550,20.46043,74.19353
1,18,9.53,700,19.96336,73.77065
1,20,10.59,580,19.95018,73.82961
2,35,18.53,960,19.96768,73.77098
1,30,15.89,765,19.96758,73.7829
2,25,13.24,950,20.01678,73.79665
2,29,15.36,965,19.9769,73.7449
2,3,1.59,1200,19.08812,72.90539
0,8.5,4.5,450,20.04813,73.80687
2,30,15.89,955,19.9769,73.7449
1,25,13.24,850,19.96758,73.7829
2,28,14.83,750,20.0197,73.78995
2,37,19.59,900,20.02012,73.7594
2,38,20.12,831,19.97321,73.77652
3,66,34.95,1291,19.9832,73.77883
2,28,14.83,945,20.01539,73.81763
1,20,10.59,660,19.97651,73.83275
1,18,9.53,700,19.98421,73.77904
2,32,16.95,910,19.99503,73.79647
1,30,15.89,550,20.00814,73.75841
2,32,16.95,910,19.96758,73.7829
2,41,21.71,1050,19.98592,73.75964
2,26,13.77,972,19.94749,73.76139
1,20,10.59,650,19.98872,73.79783
1,22,11.65,700,19.97521,73.75381
2,32,16.95,1050,19.98608,73.74698
1,32,16.95,780,20.01678,73.79665
2,45,23.83,948,19.96758,73.7829
1,30,15.89,550,20.00814,73.75841
1,25,13.24,609,19.96758,73.7829
1,25,13.24,609,19.18461,72.97322
1,13.5,7.15,571,19.99768,73.79156
2,33,17.48,845,19.97811,73.79962
1,20,10.59,700,19.95931,73.77976
3,38,20.12,1500,19.95531,73.84089
2,25,13.24,790,20.09691,73.92601
2,20,10.59,850,19.95931,73.77976
1,21,11.12,645,19.97308,73.78566
2,30,15.89,900,19.96758,73.7829
1,21,11.12,645,19.97308,73.78566
2,28,14.83,900,20.0098,73.79762
2,33,17.48,962,19.99619,73.76349
0,12,6.35,600,20.01722,73.79212
0,20,10.59,670,19.97589,73.77772
1,18.5,9.8,650,19.9305322,73.81173403
2,25,13.24,800,19.96311,73.77113
2,16,8.47,700,19.97488,73.7492
2,20,10.59,930,20.02679,73.80024
1,20,10.59,500,20.0059,73.78378
2,27,14.3,950,25.36176,83.01741
2,32,16.95,1270,19.98693,73.78671
1,10.21,5.41,527,19.96724,73.75504
2,20,10.59,980,20.02679,73.80024
2,32,16.95,1100,19.99307,73.80571
1,25,13.24,725,20.04723,73.77545
2,22,11.65,736,19.95931,73.77976
1,18,9.53,600,19.94749,73.76139
1,20,10.59,670,19.97589,73.77772
3,52,27.54,1200,20.0129,73.75045
2,37,19.59,980,25.36176,83.01741
2,37,19.59,980,25.36176,83.01741
3,64,33.89,1300,19.9832,73.77883
1,20,10.59,569,19.96599,73.77292
2,28,14.83,870,19.97442,73.83381
1,19,10.06,550,20.01678,73.79665
1,13,6.88,625,19.94749,73.76139
1,22,11.65,600,19.96115,73.76057
1,18,9.53,560,19.98264,73.78627
3,51.1,27.06,1275,19.97022,73.77991
1,15,7.94,660,19.97819,73.8509
1,15,7.94,660,19.97819,73.8509
2,30,15.89,850,20.01368,73.74651
3,70,37.07,1535,19.96758,73.7829
2,24,12.71,764,19.97442,73.83381
2,35,18.53,1100,19.97436,73.8317
1,40,21.18,465,20.00302,73.77727
2,38,20.12,1100,19.98693,73.78671
2,32,16.95,890,20.01277,73.73992
2,28,14.83,1000,19.96311,73.77113
2,34,18,946,19.97681,73.77884
2,30,15.89,1000,19.9832,73.77883
1,18,9.53,635,19.96311,73.77113
0,12,6.35,460,19.97619,73.779
2,21,11.12,685,20.01539,73.81763
2,45,23.83,853,19.99619,73.76349
0,11,5.83,560,20.01539,73.81763
1,14,7.41,640,19.95531,73.84089
1,15,7.94,680,19.9305322,73.81173403
1,26,13.77,750,19.95931,73.77976
1,16,8.47,750,20.00661,73.79035
2,30,15.89,1100,19.9682,73.78178
1,18,9.53,640,19.96715,73.76979
1,21,11.12,600,25.36176,83.01741
1,21,11.12,700,19.96115,73.76057
3,70,37.07,1500,19.97472,73.77994
0,12,6.35,460,19.97619,73.779
1,18,9.53,552,19.97687,73.76695
3,46,24.36,1260,19.97219,73.7835
0,8,4.24,350,19.96115,73.76057
2,34,18,990,19.97633,73.78623
2,28,14.83,900,19.96974,73.78127
1,35,18.53,550,20.00763,73.76362
2,24.5,12.97,840,19.98388,73.80947
3,57,30.18,1605,19.96758,73.7829
1,19,10.06,562,19.96758,73.7829
3,52,27.54,1820,20.01678,73.79665
2,28.5,15.09,852,19.94749,73.76139
2,25,13.24,825,20.03865828,73.79266334
1,17.5,9.27,750,19.9305322,73.81173403
2,32,16.95,825,19.97192,73.74648
1,22,11.65,725,19.97619,73.779
1,22,11.65,650,19.97769,73.747
1,47,24.89,950,20.00826,73.75756
3,31,16.42,1050,19.95925003,73.82767006
1,22,11.65,750,19.94749,73.76139
3,85,42.2,1400,20.0060332,73.76298014
2,35,18.53,1000,19.95531,73.84089
1,24,12.71,690,19.96966,73.7809
1,17,9,550,19.97687,73.76695
0,12,6.35,400,19.95531,73.84089
2,45,23.83,920,19.96974,73.78127
1,18,9.53,713,19.97701,73.80809
1,20,10.59,630,19.98264,73.78627
0,12,6.35,350,19.97687,73.76695
1,19.5,10.33,621,19.94749,73.76139
1,15,7.94,625,19.98053,73.84253
1,21.5,11.39,768,19.97805,73.83652
1,14,7.41,572,19.95531,73.84089
2,24,12.71,800,19.96974,73.78127
2,32,16.95,900,20.01277,73.73992
1,19.36,10.25,680,19.31063,73.06899
2,30,15.89,950,19.96974,73.78127
2,28,14.83,1154,19.96311,73.77113
1,15,7.94,438,20.03178,73.8551
1,20,10.59,675,20.00855,73.80173
1,20,10.59,675,19.95531,73.84089
1,25,13.24,690,19.96758,73.7829
2,40,21.18,940,20.00263,73.74944
2,23,12.18,750,19.97442,73.83381
2,45,23.83,1300,19.99298,73.79962
2,45,23.83,1000,19.99307,73.80571
1,17,9,675,20.04813,73.80687
5,87,43.19,1850,19.99503,73.79647
2,60,31.77,1471,19.96758,73.7829
2,70,37.07,1471,19.95931,73.77976
3,48,25.42,1225,19.98089,73.84204
0,8.5,4.5,420,20.04204,73.85006
2,35,18.53,960,20.01231,73.76141
1,22,11.65,835,19.98162,73.79795
1,18.5,9.8,640,19.97214,73.78787
2,35,18.53,901,19.97807,73.74697
1,27,14.3,620,19.98752,73.76083
2,30,15.89,845,19.96758,73.7829
0,8.5,4.5,385,20.01722,73.79212
2,50,26.48,925,20.00295,73.77091
1,35,18.53,1350,20.00295,73.77091
2,25,13.24,735,19.96758,73.7829
1,14,7.41,550,19.97461,73.82055
2,30,15.89,850,19.96622,73.78095
2,25,13.24,730,19.98148578,73.78603301
1,17,9,650,20.03514,73.79593
2,37,19.59,930,19.99163,73.80638
2,37,19.59,930,19.99163,73.80638
2,18,9.53,700,19.97219,73.7835
1,18,9.53,875,19.96974,73.78127
2,22,11.65,815,19.96533016,73.75236128
1,12,6.35,550,20.04813,73.80687
1,16,8.47,710,20.00326,73.70924
1,12,6.35,500,19.96758,73.7829
1,14,7.41,700,19.95531,73.84089
2,17,9,850,19.96115,73.76057
2,28,14.83,700,20.46043,74.19353
2,27,14.3,750,19.97219,73.7835
2,22,11.65,750,19.99307,73.80571
1,22,11.65,750,19.97304,73.75898
1,35,18.53,650,19.99947,73.77475
2,32,16.95,660,19.96311,73.77113
3,70,37.07,1350,20.03086,73.71665
2,24.5,12.97,840,19.99503,73.79647
1,19,10.06,700,19.96336,73.77065
3,50,26.48,1250,19.99022,73.80176
1,18,9.53,630,20.00726,73.8039
1,42,22.24,790,20.00302,73.77727
1,24,12.71,560,19.99066,73.78871
2,21,11.12,900,19.94749,73.76139
1,22,11.65,835,19.99024,73.80708
2,30,15.89,925,19.94749,73.76139
1,12,6.35,535,19.97136,73.83303
2,45,23.83,710,20.00321994,73.77556008
2,45,23.83,710,20.00407,73.77501
3,55,29.13,1100,19.98211,73.7585
2,48,25.42,1095,19.9851,73.77971
2,24.81,13.14,800,20.01276,73.79459
2,26,13.77,765,20.0403,73.78281
2,24.81,13.14,800,20.01276,73.79459
1,25,13.24,703,19.95604,73.76921
1,20,10.59,550,20.0059,73.78378
2,20,10.59,1000,19.94749,73.76139
2,45,23.83,1150,19.99604,73.77065
2,20,10.59,1000,20.00326,73.70924
3,52,27.54,1250,19.95531,73.84089
1,12.5,6.62,585,19.97475,73.82099
1,20,10.59,640,19.96758,73.7829
2,20,10.59,630,19.96311,73.77113
2,35,18.53,900,20.02012,73.7594
1,12.5,6.62,585,19.97475,73.82099
2,36,19.06,1000,19.97811,73.79962
1,16,8.47,640,19.95531,73.84089
1,13.5,7.15,460,20.01539,73.81763
2,33,17.48,1270,19.98679,73.78904
3,70,37.07,1400,20.00207,73.75537
3,69,36.54,1360,20.03086,73.71665
4,51,27.01,1380,20.04723,73.77545
3,65,34.42,1600,20.01277,73.73992
2,36,19.06,1075,19.9832,73.77883
2,47,24.89,1140,19.9832,73.77883
1,12,6.35,580,19.95531,73.84089
2,47,24.89,1140,19.9832,73.77883
2,47,24.89,1140,19.9832,73.77883
1,30,15.89,850,19.96974,73.78127
2,40,21.18,990,19.96966,73.7809
1,19,10.06,700,19.96311,73.77113
1,13,6.88,528,20.0060332,73.76298014
2,31,16.42,1000,19.97568,73.78433
0,13.5,7.15,460,20.01539,73.81763
2,20,10.59,1000,19.97687,73.76695
2,48,25.42,1100,19.9832,73.77883
2,45,23.83,1100,19.96758,73.7829
2,25,13.24,750,19.96715,73.76979
0,12,6.35,375,19.97219,73.7835
2,15,7.94,710,20.03523,73.79084
1,12.75,6.75,497,20.04723,73.77545
1,18,9.53,750,19.97701,73.80809
2,35.38,18.74,976,19.96966,73.7809
1,22.5,11.92,690,19.95531,73.84089
1,22,11.65,625,20.00326,73.70924
3,48,25.42,1316,19.96758,73.7829
2,28,14.83,950,19.96974,73.78127
3,52,27.54,1434,19.96758,73.7829
3,52,27.54,1434,19.96758,73.7829
1,15,7.94,580,20.00326,73.70924
3,65,34.42,1700,20.01277,73.73992
3,49,25.95,1490,19.98915,73.71908
1,20.07,10.63,0,19.96677,73.73907
1,0,0,0,20.02679,73.80024
3,41.04,21.73,0,19.97732,73.84347
1,19.22,10.18,0,19.9358,73.85298
1,0,0,0,19.84369,73.99385
2,30.76,16.29,0,19.99307,73.80571
1,0,0,0,20.0335,73.72764
2,0,0,0,19.84369,73.99385
1,19.94,10.56,0,19.98264,73.78627
3,0,0,0,19.9832,73.77883
1,24,12.71,0,19.93709,73.82683
1,14.05,7.44,0,25.36176,83.01741
2,50,26.48,0,19.99307,73.80571
2,0,0,0,20.14681,74.23516
2,21.42,11.34,0,20.02063,73.78968
1,8.46,4.48,0,19.95531,73.84089
1,19.44,10.29,0,19.97693,73.79817
1,9.62,5.1,0,20.04456,73.78355
1,0,0,0,19.97611,73.8564
2,40.19,21.28,0,19.98869,73.77717
1,15.39,8.15,0,19.93709,73.82683
1,0,0,0,19.96307913,73.77195953
2,0,0,0,20.01678,73.79665
1,12.59,6.67,0,19.96090004,73.85513498
1,0,0,0,19.95401,73.83873
2,23.52,12.46,0,20.03178,73.8551
1,12.19,6.46,0,19.99584,73.70402
3,106,52.75,0,19.99503,73.79647
1,12.41,6.57,0,19.96045,73.77608
2,0,0,0,19.96256,73.74947
1,0,0,0,20.01726691,73.78508823
2,0,0,0,19.84369,73.99385
2,0,0,0,20.04813,73.80687
1,0,0,0,19.96827,73.7423
3,126,62.44,0,20.01798255,73.75409386
1,9.07,4.8,0,19.84369,73.99385
2,27.39,14.51,0,19.94427,73.83229
1,18.76,9.93,0,19.97475,73.82099
1,17.09,9.05,0,19.99503,73.79647
1,14.61,7.74,0,19.99772,73.79794
1,0,0,0,20.4762,73.92358
1,9.55,5.06,0,19.86493,73.83701
1,17.92,9.49,0,20.02709,73.8211
1,17.05,9.03,0,20.01286,73.76751
1,23.17,12.27,0,19.96873,73.77268
1,0,0,0,20.04723,73.77545
2,31.22,16.53,0,19.98181,73.802
1,17.47,9.25,0,19.95401,73.83873
2,15.1,8,0,20.03086,73.71665
1,14.28,7.56,0,19.95104,73.75699
2,0,0,0,19.96827,73.7423
1,8.96,4.74,0,20.00905333,73.75537978
1,18.83,9.97,0,20.01507,73.75341
1,36.48,19.32,0,20.01885,73.76363
1,16.49,8.73,0,20.04723,73.77545
1,0,0,0,12.90725,-0.81231
2,0,0,0,19.96119,73.74556
2,17.2,9.11,0,20.02108,73.84393
2,3124,16.55,0,20.01277,73.73992
1,16.48,8.73,0,20.03178,73.8551
1,18.23,9.65,0,20.02679,73.80024
1,14.93,7.91,0,20.03875,73.75025
1,8.37,4.43,0,20.01515,73.80818
1,0,0,0,19.97667,73.80673
1,35,18.53,0,20.03875,73.75025
1,13.2,6.99,0,19.98869,73.77717
1,0,0,0,19.99307,73.80571
1,11.7,6.2,0,19.96401,73.72648
2,0,0,0,20.03875,73.75025
2,0,0,0,20.02662,73.84018
1,14.97,7.93,0,19.97475,73.82099
1,18.07,9.57,0,19.95496,73.74413
0,0,0,0,19.95691,73.76233
1,0,0,0,20.05232,73.80252
1,0,0,0,19.99975,73.73383
2,0,0,0,19.96758,73.7829
2,0,0,0,17.35353662,78.53426704
2,0,0,0,20.01678,73.79665
1,0,0,0,19.95266,73.8365
1,0,0,0,19.94749,73.76139
1,0,0,0,19.98162,73.79795
1,0,0,0,19.97442,73.83381
2,0,0,0,19.97693,73.79817
1,0,0,0,20.04813,73.80687
2,0,0,0,19.99975,73.73383
1,0,0,0,20.01277,73.73992
2,0,0,0,19.94427,73.83229
2,0,0,0,20.00662,73.7327
1,0,0,0,19.94625,73.8147
2,0,0,0,19.97811,73.79962
1,0,0,0,19.95531,73.84089
1,0,0,0,19.96307913,73.77195953
1,0,0,0,20.09691,73.92601
1,0,0,0,20.00662,73.7327
1,0,0,0,20.03875,73.75025
1,0,0,0,20.04813,73.80687
1,0,0,0,19.95104,73.75699
2,0,0,0,19.94427,73.83229
1,0,0,0,20.01678,73.79665
1,0,0,0,20.03514,73.79593
3,0,0,0,20.01174,73.76289
1,0,0,0,19.98053,73.84253
1,0,0,0,20.02662,73.84018
1,0,0,0,19.99768,73.79156
1,0,0,0,19.97802,73.8374
1,0,0,0,19.99584,73.70402
2,0,0,0,17.35353662,78.53426704
2,0,0,0,19.98148384,73.74867589
1,0,0,0,19.97802,73.8374
1,0,0,0,19.95531,73.84089
2,0,0,0,19.9851641,73.76094031
2,0,0,0,19.9851641,73.76094031
3,0,0,0,20.01277,73.73992
1,0,0,0,19.98858,73.71576
2,0,0,0,19.98148384,73.74867589
1,0,0,0,20.01277,73.73992
1,0,0,0,19.98148384,73.74867589
1,0,0,0,19.96401,73.72648
1,0,0,0,19.95531,73.84089
1,0,0,0,19.84369,73.99385
1,0,0,0,19.95531,73.84089
1,0,0,0,19.96401,73.72648
1,0,0,0,19.97945,73.78963
1,0,0,0,19.97568,73.78433
1,0,0,0,19.99619,73.76349
3,0,0,0,19.97693,73.79817
1,0,0,0,19.96401,73.72648
1,0,0,0,19.99418543,73.79021858
2,0,0,0,20.09691,73.92601
1,0,0,0,19.99453,73.84379
1,0,0,0,20.03691,73.84384
2,0,0,0,19.97219,73.7835
1,0,0,0,20.09691,73.92601
1,0,0,0,19.99975,73.73383
2,0,0,0,20.46043,74.19353
1,0,0,0,19.97693,73.79817
1,0,0,0,20.01678,73.79665
3,0,0,0,20.0459,73.80656
1,0,0,0,20.0129,73.75045
2,0,0,0,19.95931,73.77976
1,0,0,0,19.94427,73.83229
1,0,0,0,19.95691,73.76233
1,0,0,0,19.95531,73.84089
1,0,0,0,20.04723,73.77545
1,0,0,0,19.95531,73.84089
3,0,0,0,20.03875,73.75025
1,0,0,0,19.98858,73.71576
1,0,0,0,19.96396277,73.75139039
1,0,0,0,19.94427,73.83229
1,0,0,0,20.01678,73.79665
1,0,0,0,19.95104,73.75699
2,0,0,0,19.84369,73.99385
3,0,0,0,19.99968,73.72605
2,0,0,0,20.00662,73.7327
3,0,0,0,20.01678,73.79665
3,0,0,0,19.97693,73.79817
1,0,0,0,19.99307,73.80571
1,0,0,0,20.03875,73.75025
1,0,0,0,20.0335,73.72764
1,0,0,0,20.04813,73.80687
1,0,0,0,19.97967,73.72749
2,0,0,0,20.01678,73.79665
2,0,0,0,20.03178,73.8551
1,0,0,0,20.00662,73.7327
1,0,0,0,19.97219,73.7835
1,0,0,0,19.97181,73.7689
2,0,0,0,19.9832,73.77883
1,0,0,0,19.97946,73.70883
4,0,0,0,20.01328,73.73606
1,0,0,0,20.01678,73.79665
2,0,0,0,20.04813,73.80687
3,0,0,0,20.00662,73.7327
2,0,0,0,20.01277,73.73992
4,0,0,0,19.98745,73.78168
1,0,0,0,20.00905333,73.75537978
2,0,0,0,20.04204,73.85006
1,0,0,0,19.96873,73.77268
1,0,0,0,19.98053,73.84253
2,0,0,0,20.04456,73.78355
2,0,0,0,19.96311,73.77113
1,0,0,0,19.97946,73.70883
2,0,0,0,19.99968,73.72605
2,0,0,0,19.98148384,73.74867589
2,0,0,0,20.01726691,73.78508823
3,0,0,0,20.00662,73.7327
1,0,0,0,20.01098,73.80851
2,0,0,0,19.96758,73.7829
1,0,0,0,20.04456,73.78355
1,0,0,0,18.2225,72.94833
1,0,0,0,20.04204,73.85006
1,0,0,0,19.95364,73.7693
1,0,0,0,19.96758,73.7829
2,0,0,0,19.98582,73.81712
1,0,0,0,19.94749,73.76139
1,0,0,0,19.95531,73.84089
1,0,0,0,20.01277,73.73992
1,0,0,0,19.97946,73.70883
1,0,0,0,19.96401,73.72648
1,0,0,0,19.95496,73.74413
0,0,0,0,19.97219,73.7835
2,0,0,0,20.0335,73.72764
3,0,0,0,20.01539,73.81763
2,0,0,0,19.95266,73.8365
1,0,0,0,19.95691,73.76233
1,0,0,0,20.01098,73.80851
1,0,0,0,19.94427,73.83229
1,0,0,0,19.94749,73.76139
2,0,0,0,19.94312,73.77364
1,0,0,0,19.99968,73.72605
1,0,0,0,20.04723,73.77545
1,0,0,0,19.99307,73.80571
1,0,0,0,19.95931,73.77976
3,0,0,0,19.9832,73.77883
1,0,0,0,19.99968,73.72605
1,0,0,0,19.97181,73.7689
1,0,0,0,20.04905,73.79696
2,0,0,0,20.00662,73.7327
1,0,0,0,19.97693,73.79817
1,0,0,0,19.95531,73.84089
1,0,0,0,19.98849,73.72505
3,0,0,0,19.96599,73.77292
1,0,0,0,20.01678,73.79665
0,0,0,0,19.98222,73.75819
2,0,0,0,19.97693,73.79817
2,0,0,0,20.04813,73.80687
1,0,0,0,19.93709,73.82683
1,0,0,0,20.00763,73.76362
1,0,0,0,20.04723,73.77545
0,0,0,0,20.01098,73.80851
1,0,0,0,20.01539,73.81763
1,0,0,0,19.99968,73.72605
1,0,0,0,19.97693,73.79817
0,0,0,0,20.04813,73.80687
1,0,0,0,19.95496,73.74413
1,0,0,0,19.94625,73.8147
1,0,0,0,19.95531,73.84089
0,0,0,0,19.99307,73.80571
1,0,0,0,19.95531,73.84089
2,0,0,0,20.00598,73.73795
1,0,0,0,19.97219,73.7835
1,0,0,0,20.02063,73.78968
1,0,0,0,19.94749,73.76139
1,0,0,0,19.98148384,73.74867589
1,0,0,0,19.99453,73.84379
4,0,0,0,19.99947,73.77475
1,0,0,0,19.97819,73.8509
2,0,0,0,12.90725,-0.81231
2,0,0,0,20.04813,73.80687
3,0,0,0,20.05232,73.80252
1,0,0,0,20.02378,73.84229
1,0,0,0,19.97475,73.82099
1,0,0,0,19.95531,73.84089
1,0,0,0,19.94625,73.8147
1,0,0,0,20.04813,73.80687
1,0,0,0,19.97608,73.74601
2,0,0,0,20.01976,73.84737
2,0,0,0,20.01678,73.79665
1,0,0,0,19.99307,73.80571
2,0,0,0,19.95531,73.84089
1,0,0,0,19.97181,73.7689
1,0,0,0,19.95691,73.76233
1,0,0,0,20.00566,73.7292
1,0,0,0,19.98148384,73.74867589
1,0,0,0,19.95104,73.75699
1,0,0,0,20.02523002,73.8044801
1,0,0,0,19.94534,73.74791
2,0,0,0,19.98148384,73.74867589
1,0,0,0,19.95531,73.84089
2,0,0,0,19.96119,73.74556
1,0,0,0,20.00038,73.75442
1,0,0,0,20.00905333,73.75537978
1,0,0,0,19.97608,73.74601
1,0,0,0,19.97945,73.78963
0,0,0,0,19.97406,73.72218
2,0,0,0,19.95931,73.77976
2,0,0,0,20.00905333,73.75537978
1,0,0,0,19.84369,73.99385
1,0,0,0,20.04905,73.79696
1,0,0,0,19.9832,73.77883
3,0,0,0,20.00905333,73.75537978
1,0,0,0,19.94427,73.83229
2,0,0,0,20.04813,73.80687
2,0,0,0,19.96523,73.76795
1,0,0,0,19.97811,73.79962
1,0,0,0,20.06975,74.28058
2,0,0,0,19.98148384,73.74867589
3,0,0,0,19.95691,73.76233
2,0,0,0,19.96307913,73.77195953
1,0,0,0,20.01678,73.79665
1,0,0,0,20.00326,73.70924
2,0,0,0,19.97442,73.83381
1,0,0,0,19.95691,73.76233
1,0,0,0,19.97811,73.79962
1,0,0,0,19.84369,73.99385
2,0,0,0,20.01678,73.79665
1,0,0,0,19.97192,73.74648
1,0,0,0,19.98148384,73.74867589
2,0,0,0,19.97693,73.79817
1,0,0,0,19.95691,73.76233
1,0,0,0,20.03875,73.75025
1,0,0,0,19.97718,73.79036
3,0,0,0,20.01277,73.73992
3,0,0,0,20.00662,73.7327
1,0,0,0,20.03086,73.71665
3,0,0,0,19.97805,73.83652
1,0,0,0,19.94625,73.8147
2,0,0,0,19.97619,73.779
3,0,0,0,20.46043,74.19353
2,0,0,0,19.94534,73.74791
1,19.9,10.54,0,20.04813,73.80687
1,11.17,5.91,0,20.04813,73.80687
1,0,0,0,19.9851641,73.76094031
1,23.5,12.44,0,19.99307,73.80571
2,0,0,0,19.94427,73.83229
1,35,18.53,0,20.03875,73.75025
1,15.37,8.14,0,19.97805,73.83652
1,12.28,6.5,0,20.46043,74.19353
2,29.35,15.54,0,19.98608,73.74698
1,0,0,0,20.0025,73.78718
2,22.07,11.69,0,19.98264,73.78627
1,16.12,8.54,0,20.03875,73.75025
1,16.75,8.87,0,20.03875,73.75025
1,11.99,6.35,0,19.95691,73.76233
2,28.9,15.3,0,19.96045,73.77608
2,0,0,0,19.96045,73.77608
2,57.54,30.47,0,20.00295,73.77091
1,0,0,0,20.04723,73.77545
2,23.79,12.6,0,19.98264,73.78627
1,9.74,5.16,0,19.97619,73.779
1,17.71,9.38,0,19.96401,73.72648
1,13.67,7.24,0,20.04723,73.77545
4,0,0,0,20.03875,73.75025
2,34.32,18.17,0,20.00905333,73.75537978
1,25.21,13.35,0,19.95604,73.76921
1,14.58,7.72,0,19.99503,73.79647
1,12.46,6.6,0,19.94134,73.8383
2,0,0,0,20.03875,73.75025
4,125,62.26,0,20.03875,73.75025
1,0,0,0,20.01098,73.80851
2,0,0,0,19.98262,73.79375
2,34.67,18.36,0,19.99307,73.80571
1,18.3,9.69,0,19.95496,73.74413
1,19.77,10.47,0,19.96311,73.77113
1,11.83,6.27,0,20.04813,73.80687
1,0,0,0,19.97693,73.79817
1,29.68,15.72,0,20.03875,73.75025
4,0,0,0,20.03523,73.79084
1,9.39,4.97,0,19.95496,73.74413
2,19.58,10.37,0,19.98582,73.81712
2,29.63,15.69,0,19.98181,73.802
1,0,0,0,19.95691,73.76233
1,1.6,844,0,20.03178,73.8551
1,21.39,11.33,0,19.99307,73.80571
1,0,0,0,20.00326,73.70924
1,12.78,6.77,0,19.95531,73.84089
3,52.88,28,0,19.9832,73.77883
2,28.09,14.87,0,19.99307,73.80571
1,15.74,8.33,0,19.97811,73.79962
1,16,8.47,0,19.97946,73.70883
1,7.43,3.93,0,20.04723,73.77545
4,11.64,6.16,0,20.01923,73.75618
1,21,11.12,0,20.04813,73.80687
1,30.87,16.35,0,20.01328,73.73606
1,13.65,7.23,0,19.98849,73.72505
2,29.77,15.77,0,19.99418543,73.79021858
1,0,0,0,19.84369,73.99385
2,0,0,0,19.95691,73.76233
1,15.21,8.05,0,20.04456,73.78355
4,120,59.64,0,20.03875,73.75025
2,0,0,0,20.01678,73.79665
